Source User,Category,Count
example_domain\deanna.solis,financial-services,265
example_domain\deanna.solis,content-delivery-networks,243
example_domain\deanna.solis,stock-advice-and-tools,139
example_domain\deanna.solis,web-advertisements,98
example_domain\deanna.solis,entertainment-and-arts,42
example_domain\deanna.solis,internet-communications-and-telephony,29
example_domain\deanna.solis,job-search,22
example_domain\deanna.solis,news,13
example_domain\deanna.solis,training-and-tools,12
example_domain\deanna.solis,web-hosting,7
example_domain\deanna.solis,society,5
example_domain\deanna.solis,philosophy-and-political-advocacy,5
example_domain\deanna.solis,internet-portals,2
example_domain\deanna.solis,streaming-media,2
example_domain\deanna.solis,government,1
example_domain\deanna.solis,not-resolved,1
example_domain\kristin.nguyen,computer-and-internet-info,24238
example_domain\kristin.nguyen,business-and-economy,6243
example_domain\kristin.nguyen,web-advertisements,2779
example_domain\kristin.nguyen,training-and-tools,1071
example_domain\kristin.nguyen,search-engines,669
example_domain\kristin.nguyen,content-delivery-networks,228
example_domain\kristin.nguyen,news,102
example_domain\kristin.nguyen,stock-advice-and-tools,97
example_domain\kristin.nguyen,internet-portals,67
example_domain\kristin.nguyen,government,43
example_domain\kristin.nguyen,insufficient-content,31
example_domain\kristin.nguyen,health-and-medicine,22
example_domain\kristin.nguyen,financial-services,13
example_domain\kristin.nguyen,internet-communications-and-telephony,8
example_domain\kristin.nguyen,music,7
example_domain\kristin.nguyen,job-search,7
example_domain\kristin.nguyen,streaming-media,6
example_domain\kristin.nguyen,reference-and-research,5
example_domain\kristin.nguyen,games,4
example_domain\kristin.nguyen,travel,4
example_domain\kristin.nguyen,society,3
example_domain\kristin.nguyen,motor-vehicles,3
example_domain\kristin.nguyen,entertainment-and-arts,2
example_domain\kristin.nguyen,real-estate,1
example_domain\kristin.nguyen,personal-sites-and-blogs,1
example_domain\kristin.nguyen,translation,1
example_domain\kristin.nguyen,philosophy-and-political-advocacy,1
example_domain\kelly.levy,computer-and-internet-info,18902
example_domain\kelly.levy,business-and-economy,7117
example_domain\kelly.levy,search-engines,3369
example_domain\kelly.levy,web-advertisements,2551
example_domain\kelly.levy,training-and-tools,946
example_domain\kelly.levy,content-delivery-networks,879
example_domain\kelly.levy,government,330
example_domain\kelly.levy,financial-services,222
example_domain\kelly.levy,stock-advice-and-tools,180
example_domain\kelly.levy,news,113
example_domain\kelly.levy,legal,104
example_domain\kelly.levy,internet-portals,52
example_domain\kelly.levy,reference-and-research,49
example_domain\kelly.levy,insufficient-content,37
example_domain\kelly.levy,translation,31
example_domain\kelly.levy,internet-communications-and-telephony,24
example_domain\kelly.levy,entertainment-and-arts,20
example_domain\kelly.levy,shopping,15
example_domain\kelly.levy,personal-sites-and-blogs,10
example_domain\kelly.levy,,9
example_domain\kelly.levy,web-hosting,8
example_domain\kelly.levy,music,7
example_domain\kelly.levy,not-resolved,6
example_domain\kelly.levy,travel,5
example_domain\kelly.levy,motor-vehicles,4
example_domain\kelly.levy,social-networking,4
example_domain\kelly.levy,society,3
example_domain\kelly.levy,philosophy-and-political-advocacy,3
example_domain\kelly.levy,health-and-medicine,2
example_domain\kelly.levy,games,2
example_domain\kelly.levy,streaming-media,2
example_domain\kelly.levy,educational-institutions,1
example_domain\kelly.levy,job-search,1
example_domain\kelly.levy,real-estate,1
example_domain\natalie.williams,computer-and-internet-info,34132
example_domain\natalie.williams,search-engines,419
example_domain\natalie.williams,stock-advice-and-tools,185
example_domain\natalie.williams,business-and-economy,79
example_domain\natalie.williams,web-hosting,73
example_domain\natalie.williams,content-delivery-networks,46
example_domain\natalie.williams,web-advertisements,25
example_domain\natalie.williams,internet-portals,13
example_domain\natalie.williams,financial-services,8
example_domain\natalie.williams,news,6
example_domain\natalie.williams,social-networking,2
example_domain\natalie.williams,training-and-tools,2
example_domain\natalie.williams,reference-and-research,1
example_domain\natalie.williams,internet-communications-and-telephony,1
example_domain\olivia.mccormick,computer-and-internet-info,32281
example_domain\olivia.mccormick,search-engines,1018
example_domain\olivia.mccormick,business-and-economy,550
example_domain\olivia.mccormick,web-advertisements,308
example_domain\olivia.mccormick,stock-advice-and-tools,119
example_domain\olivia.mccormick,internet-portals,100
example_domain\olivia.mccormick,content-delivery-networks,88
example_domain\olivia.mccormick,financial-services,79
example_domain\olivia.mccormick,job-search,33
example_domain\olivia.mccormick,training-and-tools,33
example_domain\olivia.mccormick,reference-and-research,22
example_domain\olivia.mccormick,news,21
example_domain\olivia.mccormick,social-networking,18
example_domain\olivia.mccormick,internet-communications-and-telephony,16
example_domain\olivia.mccormick,travel,4
example_domain\olivia.mccormick,society,4
example_domain\olivia.mccormick,web-hosting,3
example_domain\olivia.mccormick,insufficient-content,1
example_domain\olivia.mccormick,,1
example_domain\olivia.mccormick,real-estate,1
example_domain\debra.brock,computer-and-internet-info,29933
example_domain\debra.brock,business-and-economy,1860
example_domain\debra.brock,stock-advice-and-tools,1381
example_domain\debra.brock,search-engines,1116
example_domain\debra.brock,content-delivery-networks,206
example_domain\debra.brock,web-hosting,11
example_domain\debra.brock,internet-communications-and-telephony,10
example_domain\debra.brock,web-advertisements,3
example_domain\debra.brock,financial-services,3
example_domain\debra.brock,translation,2
example_domain\debra.brock,news,1
example_domain\debra.brock,not-resolved,1
example_domain\eric.pace,computer-and-internet-info,33160
example_domain\eric.pace,search-engines,740
example_domain\eric.pace,business-and-economy,137
example_domain\eric.pace,stock-advice-and-tools,96
example_domain\eric.pace,content-delivery-networks,70
example_domain\eric.pace,web-hosting,28
example_domain\eric.pace,financial-services,22
example_domain\eric.pace,web-advertisements,7
example_domain\eric.pace,internet-communications-and-telephony,5
example_domain\eric.pace,BOX,2
example_domain\eric.pace,internet-portals,1
example_domain\eric.pace,training-and-tools,1
example_domain\nicholas.davis,computer-and-internet-info,28412
example_domain\nicholas.davis,business-and-economy,2239
example_domain\nicholas.davis,search-engines,1813
example_domain\nicholas.davis,web-advertisements,603
example_domain\nicholas.davis,content-delivery-networks,443
example_domain\nicholas.davis,stock-advice-and-tools,229
example_domain\nicholas.davis,news,66
example_domain\nicholas.davis,internet-portals,62
example_domain\nicholas.davis,internet-communications-and-telephony,57
example_domain\nicholas.davis,job-search,56
example_domain\nicholas.davis,travel,47
example_domain\nicholas.davis,insufficient-content,20
example_domain\nicholas.davis,reference-and-research,19
example_domain\nicholas.davis,financial-services,15
example_domain\nicholas.davis,training-and-tools,14
example_domain\nicholas.davis,,7
example_domain\nicholas.davis,web-hosting,6
example_domain\nicholas.davis,real-estate,4
example_domain\nicholas.davis,entertainment-and-arts,4
example_domain\nicholas.davis,government,2
example_domain\nicholas.davis,shopping,2
example_domain\nicholas.davis,society,1
example_domain\nicholas.davis,legal,1
example_domain\nicholas.davis,streaming-media,1
example_domain\nicholas.davis,social-networking,1
example_domain\nicholas.davis,music,1
example_domain\nicholas.davis,philosophy-and-political-advocacy,1
example_domain\nicholas.davis,translation,1
example_domain\nicholas.davis,personal-sites-and-blogs,1
example_domain\bridget.osborn,computer-and-internet-info,28586
example_domain\bridget.osborn,business-and-economy,2218
example_domain\bridget.osborn,financial-services,736
example_domain\bridget.osborn,search-engines,651
example_domain\bridget.osborn,stock-advice-and-tools,321
example_domain\bridget.osborn,content-delivery-networks,234
example_domain\bridget.osborn,government,170
example_domain\bridget.osborn,health-and-medicine,48
example_domain\bridget.osborn,job-search,35
example_domain\bridget.osborn,web-advertisements,21
example_domain\bridget.osborn,internet-communications-and-telephony,15
example_domain\bridget.osborn,reference-and-research,14
example_domain\bridget.osborn,training-and-tools,8
example_domain\bridget.osborn,web-hosting,6
example_domain\bridget.osborn,society,4
example_domain\bridget.osborn,,2
example_domain\bridget.osborn,news,2
example_domain\carrie.mccall,computer-and-internet-info,31847
example_domain\carrie.mccall,search-engines,342
example_domain\carrie.mccall,business-and-economy,242
example_domain\carrie.mccall,web-advertisements,187
example_domain\carrie.mccall,stock-advice-and-tools,144
example_domain\carrie.mccall,job-search,51
example_domain\carrie.mccall,content-delivery-networks,42
example_domain\carrie.mccall,internet-communications-and-telephony,8
example_domain\carrie.mccall,internet-portals,7
example_domain\carrie.mccall,reference-and-research,3
example_domain\carrie.mccall,games,3
example_domain\carrie.mccall,news,3
example_domain\carrie.mccall,travel,2
example_domain\carrie.mccall,insufficient-content,2
example_domain\carrie.mccall,motor-vehicles,2
example_domain\carrie.mccall,training-and-tools,2
example_domain\carrie.mccall,translation,1
example_domain\angela.rodriguez,computer-and-internet-info,29091
example_domain\angela.rodriguez,search-engines,2030
example_domain\angela.rodriguez,business-and-economy,481
example_domain\angela.rodriguez,web-advertisements,280
example_domain\angela.rodriguez,content-delivery-networks,119
example_domain\angela.rodriguez,stock-advice-and-tools,86
example_domain\angela.rodriguez,,44
example_domain\angela.rodriguez,news,19
example_domain\angela.rodriguez,financial-services,18
example_domain\angela.rodriguez,internet-communications-and-telephony,14
example_domain\angela.rodriguez,internet-portals,13
example_domain\angela.rodriguez,real-estate,5
example_domain\angela.rodriguez,entertainment-and-arts,4
example_domain\angela.rodriguez,society,3
example_domain\angela.rodriguez,web-hosting,2
example_domain\angela.rodriguez,streaming-media,2
example_domain\angela.rodriguez,reference-and-research,2
example_domain\angela.rodriguez,games,1
example_domain\angela.rodriguez,training-and-tools,1
example_domain\angela.rodriguez,motor-vehicles,1
example_domain\angela.rodriguez,government,1
example_domain\angela.rodriguez,insufficient-content,1
example_domain\patricia.benitez,computer-and-internet-info,16000
example_domain\patricia.benitez,business-and-economy,12442
example_domain\patricia.benitez,financial-services,2179
example_domain\patricia.benitez,search-engines,748
example_domain\patricia.benitez,web-advertisements,272
example_domain\patricia.benitez,content-delivery-networks,108
example_domain\patricia.benitez,job-search,88
example_domain\patricia.benitez,stock-advice-and-tools,79
example_domain\patricia.benitez,internet-communications-and-telephony,44
example_domain\patricia.benitez,shopping,34
example_domain\patricia.benitez,,33
example_domain\patricia.benitez,travel,13
example_domain\patricia.benitez,news,10
example_domain\patricia.benitez,entertainment-and-arts,7
example_domain\patricia.benitez,sports,7
example_domain\patricia.benitez,educational-institutions,5
example_domain\patricia.benitez,personal-sites-and-blogs,5
example_domain\patricia.benitez,reference-and-research,3
example_domain\patricia.benitez,social-networking,2
example_domain\patricia.benitez,internet-portals,2
example_domain\patricia.benitez,government,2
