Source User,Category,Verdict,AD Group,Count
example_domain\tara.king,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,94
example_domain\tara.king,translation,The URL category is going to be allowed provided the user is authenticated,known-user,58
example_domain\tara.king,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,45
example_domain\tara.king,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,31
example_domain\tara.king,,The category is not a standard Palo Alto content/function-based category,irrelevant,25
example_domain\tara.king,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,18
example_domain\tara.king,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\tara.king,news,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\tara.king,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\tara.king,society,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\tara.king,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\tara.king,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\tara.king,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\tara.king,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\tara.king,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\tara.king,travel,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\tara.king,games,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\tara.king,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\tara.king,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\tara.king,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\tara.king,sports,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\tara.king,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\tara.king,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\katie.johnson,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,134300
example_domain\katie.johnson,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1490
example_domain\katie.johnson,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,86
example_domain\katie.johnson,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,49
example_domain\katie.johnson,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,25
example_domain\katie.johnson,news,The URL category is going to be allowed provided the user is authenticated,known-user,11
